Event Name,area,Interval,Date,Total Footfall,Average Footfall,Total Visiting,Average Visiting,Total Passing through,Average Passing through,Event took place
,Bradford - City Centre,dayOfWeek,01/01/2019,28306231.41,77551.32,22124356.69,60614.6767,6181874.718,16936.6433,
,Bradford - City Centre,dayOfWeek,01/01/2019,29196912.19,79991.54,22820519.28,62521.97043,6376392.912,17469.56957,
,Bradford - City Centre,dayOfWeek,02/01/2019,29238989.02,80106.82,22853406.84,62612.07412,6385582.185,17494.74588,
,Bradford - City Centre,dayOfWeek,03/01/2019,29373654.04,80475.76,22958662,62900.44031,6414992.044,17575.31969,
,Bradford - City Centre,dayOfWeek,04/01/2019,29489073.89,80791.98,23048874.99,63147.60017,6440198.898,17644.37983,
,Bradford - City Centre,dayOfWeek,05/01/2019,28567630.44,78267.48,22328668.08,61174.43258,6238962.362,17093.04742,
,Bradford - City Centre,dayOfWeek,06/01/2019,20996975.78,57525.96,16411389.24,44962.70943,4585586.539,12563.25057,
,Bradford - City Centre,daily,07/01/2019,63656.86,63656.86,49572.4628,49572.4628,14084.3972,14084.3972,
,Bradford - City Centre,daily,07/01/2019,133008.44,133008.44,103579.6605,103579.6605,29428.77954,29428.77954,
,Bradford - City Centre,daily,08/01/2019,70403.68,70403.68,54826.51529,54826.51529,15577.16471,15577.16471,
,Bradford - City Centre,daily,09/01/2019,62432.69,62432.69,48619.14651,48619.14651,13813.54349,13813.54349,
,Bradford - City Centre,daily,10/01/2019,124109.52,124109.52,98241.63801,98241.63801,25867.88199,25867.88199,
,Bradford - City Centre,daily,11/01/2019,27054.17,27054.17,21415.32717,21415.32717,5638.842829,5638.842829,
,Bradford - City Centre,daily,12/01/2019,62432.69,62432.69,48619.14651,48619.14651,13813.54349,13813.54349,
,Bradford - City Centre,daily,13/01/2019,61135.77,61135.77,47609.17652,47609.17652,13526.59348,13526.59348,
,Bradford - City Centre,daily,14/01/2019,39442.19,39442.19,30715.4091,30715.4091,8726.780903,8726.780903,
,Bradford - City Centre,daily,14/01/2019,62004.68,62004.68,48285.83585,48285.83585,13718.84415,13718.84415,
,Bradford - City Centre,daily,15/01/2019,40080.25,40080.25,31212.29514,31212.29514,8867.954855,8867.954855,
,Bradford - City Centre,daily,16/01/2019,103982,103982,82309.25399,82309.25399,21672.74601,21672.74601,
,Bradford - City Centre,daily,17/01/2019,64102.59,64102.59,50741.82418,50741.82418,13360.76582,13360.76582,
,Bradford - City Centre,daily,18/01/2019,70525.92,70525.92,54921.70908,54921.70908,15604.21092,15604.21092,
,Bradford - City Centre,daily,19/01/2019,48909.78,48909.78,38088.24767,38088.24767,10821.53233,10821.53233,
,Bradford - City Centre,daily,20/01/2019,62432.69,62432.69,48619.14651,48619.14651,13813.54349,13813.54349,
,Bradford - City Centre,daily,21/01/2019,18658.05,18658.05,14529.86355,14529.86355,4128.186453,4128.186453,
,Bradford - City Centre,daily,21/01/2019,174250.53,174250.53,135696.7327,135696.7327,38553.79728,38553.79728,
,Bradford - City Centre,daily,22/01/2019,31828.43,31828.43,25194.49836,25194.49836,6633.931636,6633.931636,
,Bradford - City Centre,daily,23/01/2019,90180.56,90180.56,71384.41863,71384.41863,18796.14137,18796.14137,
,Bradford - City Centre,daily,24/01/2019,124806.95,124806.95,97192.79095,97192.79095,27614.15905,27614.15905,
,Bradford - City Centre,daily,25/01/2019,83243.59,83243.59,64825.53128,64825.53128,18418.05872,18418.05872,
,Bradford - City Centre,daily,26/01/2019,113599.38,113599.38,88464.95161,88464.95161,25134.42839,25134.42839,
,Bradford - City Centre,daily,27/01/2019,86501.66,86501.66,67362.73707,67362.73707,19138.92293,19138.92293,
,Bradford - City Centre,daily,28/01/2019,111046.68,111046.68,86477.0492,86477.0492,24569.6308,24569.6308,
,Bradford - City Centre,daily,28/01/2019,108216.67,108216.67,85661.30077,85661.30077,22555.36923,22555.36923,
,Bradford - City Centre,daily,29/01/2019,70638.36,70638.36,55915.3576,55915.3576,14723.0024,14723.0024,
,Bradford - City Centre,daily,30/01/2019,153014.06,153014.06,119158.9374,119158.9374,33855.12257,33855.12257,
,Bradford - City Centre,daily,31/01/2019,51531.75,51531.75,40130.09376,40130.09376,11401.65624,11401.65624,
,Bradford - City Centre,daily,01/02/2019,49189.39,49189.39,38305.99257,38305.99257,10883.39743,10883.39743,
,Bradford - City Centre,daily,01/02/2019,51531.75,51531.75,40130.09376,40130.09376,11401.65624,11401.65624,
,Bradford - City Centre,daily,02/02/2019,133794.37,133794.37,104191.6995,104191.6995,29602.67047,29602.67047,
,Bradford - City Centre,daily,03/02/2019,18509.3,18509.3,14651.44616,14651.44616,3857.853838,3857.853838,
,Bradford - City Centre,daily,04/02/2019,39125.72,39125.72,30970.82981,30970.82981,8154.890194,8154.890194,
,Bradford - City Centre,daily,04/02/2019,146156.65,146156.65,113818.7635,113818.7635,32337.88646,32337.88646,
,Bradford - City Centre,daily,05/02/2019,104827.93,104827.93,81634.22859,81634.22859,23193.70141,23193.70141,
,Bradford - City Centre,daily,06/02/2019,70576.09,70576.09,54960.77872,54960.77872,15615.31128,15615.31128,
,Bradford - City Centre,daily,07/02/2019,140081.42,140081.42,109087.7084,109087.7084,30993.71158,30993.71158,
,Bradford - City Centre,daily,08/02/2019,110773.04,110773.04,86263.95341,86263.95341,24509.08659,24509.08659,
,Bradford - City Centre,daily,09/02/2019,93346.95,93346.95,73890.84473,73890.84473,19456.10527,19456.10527,
,Bradford - City Centre,daily,10/02/2019,90180.56,90180.56,71384.41863,71384.41863,18796.14137,18796.14137,
,Bradford - City Centre,daily,11/02/2019,64930,64930,50563.91424,50563.91424,14366.08576,14366.08576,
,Bradford - City Centre,daily,11/02/2019,86573.33,86573.33,67418.54973,67418.54973,19154.78027,19154.78027,
,Bradford - City Centre,daily,12/02/2019,64930,64930,50563.91424,50563.91424,14366.08576,14366.08576,
,Bradford - City Centre,daily,13/02/2019,109323.3,109323.3,85134.9756,85134.9756,24188.3244,24188.3244,
,Bradford - City Centre,daily,14/02/2019,64930,64930,50563.91424,50563.91424,14366.08576,14366.08576,
,Bradford - City Centre,daily,15/02/2019,217536.16,217536.16,172195.5631,172195.5631,45340.59688,45340.59688,
,Bradford - City Centre,daily,16/02/2019,91707.31,91707.31,72592.95139,72592.95139,19114.35861,19114.35861,
,Bradford - City Centre,daily,17/02/2019,108216.67,108216.67,84273.193,84273.193,23943.477,23943.477,
,Bradford - City Centre,daily,18/02/2019,103063.49,103063.49,80260.17973,80260.17973,22803.31027,22803.31027,
,Bradford - City Centre,daily,18/02/2019,81162.5,81162.5,63204.8928,63204.8928,17957.6072,17957.6072,
,Bradford - City Centre,daily,19/02/2019,132852.99,132852.99,103458.6045,103458.6045,29394.38546,29394.38546,
,Bradford - City Centre,daily,20/02/2019,94308.8,94308.8,73442.50848,73442.50848,20866.29152,20866.29152,
,Bradford - City Centre,daily,21/02/2019,149371.94,149371.94,118238.6658,118238.6658,31133.27419,31133.27419,
,Bradford - City Centre,daily,22/02/2019,73784.09,73784.09,58405.42982,58405.42982,15378.66018,15378.66018,
,Bradford - City Centre,daily,23/02/2019,80160.49,80160.49,62424.5825,62424.5825,17735.9075,17735.9075,
,Bradford - City Centre,daily,24/02/2019,85339.78,85339.78,66457.9288,66457.9288,18881.8512,18881.8512,
,Bradford - City Centre,daily,25/02/2019,89928.86,89928.86,70031.65201,70031.65201,19897.20799,19897.20799,
,Bradford - City Centre,daily,25/02/2019,69817.2,69817.2,54369.79691,54369.79691,15447.40309,15447.40309,
,Bradford - City Centre,daily,26/02/2019,154598.75,154598.75,120393.0069,120393.0069,34205.74312,34205.74312,
,Bradford - City Centre,daily,27/02/2019,126767.45,126767.45,100345.5813,100345.5813,26421.86866,26421.86866,
,Bradford - City Centre,daily,28/02/2019,77297.62,77297.62,61186.64228,61186.64228,16110.97772,16110.97772,
,Bradford - City Centre,daily,01/03/2019,86883.78,86883.78,67660.31112,67660.31112,19223.46888,19223.46888,
,Bradford - City Centre,daily,01/03/2019,57760.67,57760.67,44980.8342,44980.8342,12779.8358,12779.8358,
,Bradford - City Centre,daily,02/03/2019,100157.55,100157.55,77997.19342,77997.19342,22160.35658,22160.35658,
,Bradford - City Centre,daily,03/03/2019,98378.79,98378.79,76611.99293,76611.99293,21766.79707,21766.79707,
,Bradford - City Centre,daily,04/03/2019,82698.93,82698.93,64401.38001,64401.38001,18297.54999,18297.54999,
,Bradford - City Centre,daily,04/03/2019,101759.76,101759.76,80550.19072,80550.19072,21209.56928,21209.56928,
,Bradford - City Centre,daily,05/03/2019,56956.14,56956.14,45084.89348,45084.89348,11871.24652,11871.24652,
,Bradford - City Centre,daily,06/03/2019,87198.28,87198.28,67905.22643,67905.22643,19293.05357,19293.05357,
,Bradford - City Centre,daily,07/03/2019,104055.72,104055.72,81032.8739,81032.8739,23022.8461,23022.8461,
,Bradford - City Centre,daily,08/03/2019,132458.84,132458.84,103151.6622,103151.6622,29307.17781,29307.17781,
,Bradford - City Centre,daily,09/03/2019,96654.84,96654.84,75269.47545,75269.47545,21385.36455,21385.36455,
,Bradford - City Centre,daily,10/03/2019,57264.27,57264.27,44594.26517,44594.26517,12670.00483,12670.00483,
,Bradford - City Centre,daily,11/03/2019,44157.56,44157.56,34953.89415,34953.89415,9203.665851,9203.665851,
,Bradford - City Centre,daily,11/03/2019,20592.49,20592.49,16300.44132,16300.44132,4292.048677,4292.048677,
,Bradford - City Centre,daily,12/03/2019,121310.57,121310.57,94470.00243,94470.00243,26840.56757,26840.56757,
,Bradford - City Centre,daily,13/03/2019,83514.78,83514.78,65036.71914,65036.71914,18478.06086,18478.06086,
,Bradford - City Centre,daily,14/03/2019,54108.33,54108.33,42136.59261,42136.59261,11971.73739,11971.73739,
,Bradford - City Centre,daily,15/03/2019,38990.16,38990.16,30363.39298,30363.39298,8626.767015,8626.767015,
,Bradford - City Centre,daily,16/03/2019,85206.17,85206.17,66353.88068,66353.88068,18852.28932,18852.28932,
,Bradford - City Centre,daily,17/03/2019,83687.98,83687.98,66245.0732,66245.0732,17442.9068,17442.9068,
,Bradford - City Centre,daily,18/03/2019,24721.23,24721.23,19568.63687,19568.63687,5152.593131,5152.593131,
,Bradford - City Centre,daily,18/03/2019,92927.07,92927.07,72366.49312,72366.49312,20560.57688,20560.57688,
,Bradford - City Centre,daily,19/03/2019,97039.97,97039.97,75569.39352,75569.39352,21470.57648,21470.57648,
,Bradford - City Centre,daily,20/03/2019,104092.21,104092.21,81061.29031,81061.29031,23030.91969,23030.91969,
,Bradford - City Centre,daily,21/03/2019,88969.94,88969.94,69284.89783,69284.89783,19685.04217,19685.04217,
,Bradford - City Centre,daily,22/03/2019,72474.95,72474.95,56439.50649,56439.50649,16035.44351,16035.44351,
,Bradford - City Centre,daily,23/03/2019,69817.2,69817.2,55265.35023,55265.35023,14551.84977,14551.84977,
,Bradford - City Centre,daily,24/03/2019,51731.68,51731.68,40949.35651,40949.35651,10782.32349,10782.32349,
,Bradford - City Centre,daily,25/03/2019,106350.31,106350.31,82819.77444,82819.77444,23530.53556,23530.53556,
,Bradford - City Centre,daily,25/03/2019,111948.28,111948.28,87179.16571,87179.16571,24769.11429,24769.11429,
,Bradford - City Centre,daily,26/03/2019,67635.42,67635.42,52670.7466,52670.7466,14964.6734,14964.6734,
,Bradford - City Centre,daily,27/03/2019,74984.4,74984.4,58393.72818,58393.72818,16590.67182,16590.67182,
,Bradford - City Centre,daily,28/03/2019,155943.81,155943.81,121440.4657,121440.4657,34503.34434,34503.34434,
,Bradford - City Centre,daily,29/03/2019,99034.13,99034.13,78392.65795,78392.65795,20641.47205,20641.47205,
,Bradford - City Centre,daily,30/03/2019,110924.53,110924.53,87804.7673,87804.7673,23119.7627,23119.7627,
,Bradford - City Centre,daily,31/03/2019,104845.78,104845.78,81648.12919,81648.12919,23197.65081,23197.65081,
,Bradford - City Centre,daily,01/04/2019,93575.76,93575.76,72871.65723,72871.65723,20704.10277,20704.10277,
,Bradford - City Centre,daily,01/04/2019,16908.85,16908.85,13167.68276,13167.68276,3741.167244,3741.167244,
,Bradford - City Centre,daily,01/04/2019,105055.92,105055.92,81811.77467,81811.77467,23244.14533,23244.14533,
,Bradford - City Centre,daily,02/04/2019,91750.67,91750.67,71450.37747,71450.37747,20300.29253,20300.29253,
,Bradford - City Centre,daily,03/04/2019,52362.9,52362.9,41449.01267,41449.01267,10913.88733,10913.88733,
,Bradford - City Centre,daily,04/04/2019,104980.1,104980.1,83099.32214,83099.32214,21880.77786,21880.77786,
,Bradford - City Centre,daily,05/04/2019,133656.4,133656.4,104084.2561,104084.2561,29572.14392,29572.14392,
,Bradford - City Centre,daily,06/04/2019,92725.14,92725.14,72209.24114,72209.24114,20515.89886,20515.89886,
,Bradford - City Centre,daily,07/04/2019,76949.38,76949.38,59923.94658,59923.94658,17025.43342,17025.43342,
,Bradford - City Centre,daily,08/04/2019,72601.2,72601.2,56537.82305,56537.82305,16063.37695,16063.37695,
,Bradford - City Centre,daily,08/04/2019,112872.37,112872.37,87898.79619,87898.79619,24973.57381,24973.57381,
,Bradford - City Centre,daily,09/04/2019,121354.1,121354.1,96060.52431,96060.52431,25293.57569,25293.57569,
,Bradford - City Centre,daily,10/04/2019,47050.72,47050.72,37244.03899,37244.03899,9806.681006,9806.681006,
,Bradford - City Centre,daily,11/04/2019,49657.5,49657.5,38670.5309,38670.5309,10986.9691,10986.9691,
,Bradford - City Centre,daily,12/04/2019,61155.16,61155.16,47624.27638,47624.27638,13530.88362,13530.88362,
,Bradford - City Centre,daily,13/04/2019,160886.61,160886.61,125289.6466,125289.6466,35596.96345,35596.96345,
,Bradford - City Centre,daily,14/04/2019,124896.53,124896.53,97262.55093,97262.55093,27633.97907,27633.97907,
,Bradford - City Centre,daily,15/04/2019,110536.42,110536.42,86079.68676,86079.68676,24456.73324,24456.73324,
,Bradford - City Centre,daily,15/04/2019,99695.28,99695.28,78916.00587,78916.00587,20779.27413,20779.27413,
,Bradford - City Centre,daily,16/04/2019,128809.15,128809.15,101961.7342,101961.7342,26847.41582,26847.41582,
,Bradford - City Centre,daily,17/04/2019,146531.33,146531.33,114110.5437,114110.5437,32420.78628,32420.78628,
,Bradford - City Centre,daily,18/04/2019,77904.79,77904.79,60667.96736,60667.96736,17236.82264,17236.82264,
,Bradford - City Centre,daily,19/04/2019,77297.62,77297.62,60195.13674,60195.13674,17102.48326,17102.48326,
,Bradford - City Centre,daily,20/04/2019,102041.66,102041.66,79464.4347,79464.4347,22577.2253,22577.2253,
,Bradford - City Centre,daily,21/04/2019,78417.84,78417.84,61067.50249,61067.50249,17350.33751,17350.33751,
,Bradford - City Centre,daily,22/04/2019,126255.28,126255.28,99940.16184,99940.16184,26315.11816,26315.11816,
,Bradford - City Centre,daily,22/04/2019,64633.51,64633.51,51162.08566,51162.08566,13471.42434,13471.42434,
,Bradford - City Centre,daily,23/04/2019,108216.67,108216.67,84273.193,84273.193,23943.477,23943.477,
,Bradford - City Centre,daily,24/04/2019,54299.1,54299.1,42285.15379,42285.15379,12013.94621,12013.94621,
,Bradford - City Centre,daily,25/04/2019,170878.09,170878.09,133070.4619,133070.4619,37807.62814,37807.62814,
,Bradford - City Centre,daily,26/04/2019,106056.65,106056.65,82591.08818,82591.08818,23465.56182,23465.56182,
,Bradford - City Centre,daily,27/04/2019,84205.04,84205.04,65574.25568,65574.25568,18630.78432,18630.78432,
,Bradford - City Centre,daily,28/04/2019,45090.28,45090.28,35692.20931,35692.20931,9398.070687,9398.070687,
,Bradford - City Centre,daily,29/04/2019,87559.63,87559.63,69309.76346,69309.76346,18249.86654,18249.86654,
,Bradford - City Centre,daily,29/04/2019,50029.19,50029.19,38959.98264,38959.98264,11069.20736,11069.20736,
,Bradford - City Centre,daily,30/04/2019,134012.27,134012.27,104361.3881,104361.3881,29650.88193,29650.88193,
,Bradford - City Centre,daily,01/05/2019,46518.66,46518.66,36226.17488,36226.17488,10292.48512,10292.48512,
,Bradford - City Centre,daily,01/05/2019,72741.57,72741.57,56647.13549,56647.13549,16094.43451,16094.43451,
,Bradford - City Centre,daily,02/05/2019,109721.6,109721.6,85445.14974,85445.14974,24276.45026,24276.45026,
,Bradford - City Centre,daily,03/05/2019,36072.22,36072.22,28553.76428,28553.76428,7518.455716,7518.455716,
,Bradford - City Centre,daily,04/05/2019,106068.45,106068.45,83960.82967,83960.82967,22107.62033,22107.62033,
,Bradford - City Centre,daily,05/05/2019,57562.06,57562.06,44826.16765,44826.16765,12735.89235,12735.89235,
,Bradford - City Centre,daily,06/05/2019,112539.56,112539.56,87639.62206,87639.62206,24899.93794,24899.93794,
,Bradford - City Centre,daily,06/05/2019,115841.25,115841.25,90210.79671,90210.79671,25630.45329,25630.45329,
,Bradford - City Centre,daily,07/05/2019,113792.66,113792.66,88615.46745,88615.46745,25177.19255,25177.19255,
,Bradford - City Centre,daily,08/05/2019,102324.61,102324.61,79684.78061,79684.78061,22639.82939,22639.82939,
,Bradford - City Centre,daily,09/05/2019,62329.97,62329.97,49338.66757,49338.66757,12991.30243,12991.30243,
,Bradford - City Centre,daily,10/05/2019,46115.45,46115.45,36503.70532,36503.70532,9611.744679,9611.744679,
,Bradford - City Centre,daily,11/05/2019,150018.12,150018.12,116825.8641,116825.8641,33192.25593,33192.25593,
,Bradford - City Centre,daily,12/05/2019,116241.19,116241.19,90522.248,90522.248,25718.942,25718.942,
,Bradford - City Centre,daily,13/05/2019,117707.06,117707.06,91663.78696,91663.78696,26043.27304,26043.27304,
,Bradford - City Centre,daily,13/05/2019,84517.38,84517.38,65817.4889,65817.4889,18699.8911,18699.8911,
,Bradford - City Centre,daily,14/05/2019,79571.08,79571.08,61965.5824,61965.5824,17605.4976,17605.4976,
,Bradford - City Centre,daily,15/05/2019,77140.28,77140.28,61062.09632,61062.09632,16078.18368,16078.18368,
,Bradford - City Centre,daily,16/05/2019,47507.97,47507.97,37605.98535,37605.98535,9901.984646,9901.984646,
,Bradford - City Centre,daily,17/05/2019,142601.65,142601.65,111050.325,111050.325,31551.32502,31551.32502,
,Bradford - City Centre,daily,18/05/2019,84765.64,84765.64,66010.82014,66010.82014,18754.81986,18754.81986,
,Bradford - City Centre,daily,19/05/2019,119469.27,119469.27,93036.09923,93036.09923,26433.17077,26433.17077,
,Bradford - City Centre,daily,20/05/2019,166507.76,166507.76,129667.0891,129667.0891,36840.67087,36840.67087,
,Bradford - City Centre,daily,20/05/2019,109184.98,109184.98,85027.25959,85027.25959,24157.72041,24157.72041,
,Bradford - City Centre,daily,21/05/2019,157051.73,157051.73,124317.7736,124317.7736,32733.95641,32733.95641,
,Bradford - City Centre,daily,22/05/2019,16396.46,16396.46,12978.98089,12978.98089,3417.479113,3417.479113,
,Bradford - City Centre,daily,23/05/2019,89063.27,89063.27,69357.5781,69357.5781,19705.6919,19705.6919,
,Bradford - City Centre,daily,24/05/2019,79071.43,79071.43,61576.48245,61576.48245,17494.94755,17494.94755,
,Bradford - City Centre,daily,25/05/2019,97236.36,97236.36,75722.33125,75722.33125,21514.02875,21514.02875,
,Bradford - City Centre,daily,26/05/2019,67722.51,67722.51,52738.5675,52738.5675,14983.9425,14983.9425,
,Bradford - City Centre,daily,27/05/2019,104736.24,104736.24,81562.82546,81562.82546,23173.41454,23173.41454,
,Bradford - City Centre,daily,27/05/2019,66762.09,66762.09,52847.01028,52847.01028,13915.07972,13915.07972,
,Bradford - City Centre,daily,28/05/2019,58131.07,58131.07,46014.93533,46014.93533,12116.13467,12116.13467,
,Bradford - City Centre,daily,29/05/2019,97099,97099,75615.36284,75615.36284,21483.63716,21483.63716,
,Bradford - City Centre,daily,30/05/2019,61856.07,61856.07,48170.10656,48170.10656,13685.96344,13685.96344,
,Bradford - City Centre,daily,31/05/2019,116564.04,116564.04,90773.66583,90773.66583,25790.37417,25790.37417,
,Bradford - City Centre,daily,01/06/2019,69954.71,69954.71,54476.88214,54476.88214,15477.82786,15477.82786,
,Bradford - City Centre,daily,01/06/2019,72902.45,72902.45,56772.41999,56772.41999,16130.03001,16130.03001,
,Bradford - City Centre,daily,02/06/2019,153564.8,153564.8,121557.617,121557.617,32007.18304,32007.18304,
,Bradford - City Centre,daily,03/06/2019,44300.49,44300.49,35067.03356,35067.03356,9233.456445,9233.456445,
,Bradford - City Centre,daily,03/06/2019,70763.28,70763.28,55106.552,55106.552,15656.728,15656.728,
,Bradford - City Centre,daily,04/06/2019,92035.12,92035.12,71671.8915,71671.8915,20363.2285,20363.2285,
,Bradford - City Centre,daily,05/06/2019,93797.54,93797.54,73044.3673,73044.3673,20753.1727,20753.1727,
,Bradford - City Centre,daily,06/06/2019,114276.09,114276.09,88991.93616,88991.93616,25284.15384,25284.15384,
,Bradford - City Centre,daily,07/06/2019,97116.19,97116.19,75628.74946,75628.74946,21487.44054,21487.44054,
,Bradford - City Centre,daily,08/06/2019,87538.76,87538.76,69293.24335,69293.24335,18245.51665,18245.51665,
,Bradford - City Centre,daily,09/06/2019,100790.11,100790.11,79782.6428,79782.6428,21007.4672,21007.4672,
,Bradford - City Centre,daily,10/06/2019,71139.63,71139.63,55399.63269,55399.63269,15739.99731,15739.99731,
,Bradford - City Centre,daily,10/06/2019,99908.2,99908.2,77803.01335,77803.01335,22105.18665,22105.18665,
,Bradford - City Centre,daily,11/06/2019,53293.85,53293.85,41502.32036,41502.32036,11791.52964,11791.52964,
,Bradford - City Centre,daily,12/06/2019,112524.23,112524.23,87627.6839,87627.6839,24896.5461,24896.5461,
,Bradford - City Centre,daily,13/06/2019,87318.34,87318.34,67998.72255,67998.72255,19319.61745,19319.61745,
,Bradford - City Centre,daily,14/06/2019,174341.9,174341.9,138004.1904,138004.1904,36337.70959,36337.70959,
,Bradford - City Centre,daily,15/06/2019,111501.11,111501.11,88261.17196,88261.17196,23239.93804,23239.93804,
,Bradford - City Centre,daily,16/06/2019,102777.16,102777.16,80037.20167,80037.20167,22739.95833,22739.95833,
,Bradford - City Centre,daily,17/06/2019,131660.59,131660.59,102530.029,102530.029,29130.56102,29130.56102,
,Bradford - City Centre,daily,17/06/2019,118891.66,118891.66,92586.28831,92586.28831,26305.37169,26305.37169,
,Bradford - City Centre,daily,18/06/2019,102367.12,102367.12,79717.88506,79717.88506,22649.23494,22649.23494,
,Bradford - City Centre,daily,19/06/2019,117881.04,117881.04,91799.27302,91799.27302,26081.76698,26081.76698,
,Bradford - City Centre,daily,20/06/2019,49189.39,49189.39,38936.95058,38936.95058,10252.43942,10252.43942,
,Bradford - City Centre,daily,21/06/2019,92380.08,92380.08,73125.49737,73125.49737,19254.58263,19254.58263,
,Bradford - City Centre,daily,22/06/2019,198556.68,198556.68,154625.026,154625.026,43931.65398,43931.65398,
,Bradford - City Centre,daily,23/06/2019,127460.88,127460.88,99259.52573,99259.52573,28201.35427,28201.35427,
,Bradford - City Centre,daily,24/06/2019,187372.35,187372.35,145915.2847,145915.2847,41457.06528,41457.06528,
,Bradford - City Centre,daily,24/06/2019,109089.55,109089.55,84952.94395,84952.94395,24136.60605,24136.60605,
,Bradford - City Centre,daily,25/06/2019,150949.2,150949.2,117550.938,117550.938,33398.26201,33398.26201,
,Bradford - City Centre,daily,26/06/2019,99771.65,99771.65,78976.45824,78976.45824,20795.19176,20795.19176,
,Bradford - City Centre,daily,27/06/2019,80698.59,80698.59,63878.75537,63878.75537,16819.83463,16819.83463,
,Bradford - City Centre,daily,28/06/2019,200290.85,200290.85,155975.5023,155975.5023,44315.34773,44315.34773,
,Bradford - City Centre,daily,29/06/2019,160747.71,160747.71,125181.4789,125181.4789,35566.23113,35566.23113,
,Bradford - City Centre,daily,30/06/2019,210188.44,210188.44,163683.2012,163683.2012,46505.23879,46505.23879,
,Bradford - City Centre,daily,01/07/2019,221162.16,221162.16,172228.931,172228.931,48933.22897,48933.22897,
,Bradford - City Centre,daily,01/07/2019,123752.38,123752.38,96371.54981,96371.54981,27380.83019,27380.83019,
,Bradford - City Centre,daily,01/07/2019,157550.39,157550.39,124712.499,124712.499,32837.89105,32837.89105,
,Bradford - City Centre,daily,02/07/2019,64782.48,64782.48,51280.00616,51280.00616,13502.47384,13502.47384,
,Bradford - City Centre,daily,03/07/2019,128965.74,128965.74,100431.428,100431.428,28534.31204,28534.31204,
,Bradford - City Centre,daily,04/07/2019,75444.69,75444.69,58752.17673,58752.17673,16692.51327,16692.51327,
,Bradford - City Centre,daily,05/07/2019,185061.16,185061.16,144115.457,144115.457,40945.70299,40945.70299,
,Bradford - City Centre,daily,06/07/2019,103030.91,103030.91,80234.80822,80234.80822,22796.10178,22796.10178,
,Bradford - City Centre,daily,07/07/2019,97112.08,97112.08,75625.54882,75625.54882,21486.53118,21486.53118,
,Bradford - City Centre,daily,08/07/2019,123366.62,123366.62,97653.57907,97653.57907,25713.04093,25713.04093,
,Bradford - City Centre,daily,08/07/2019,65077.72,65077.72,51513.70991,51513.70991,13564.01009,13564.01009,
,Bradford - City Centre,daily,09/07/2019,66249.93,66249.93,51591.80316,51591.80316,14658.12684,14658.12684,
,Bradford - City Centre,daily,10/07/2019,134404.51,134404.51,104666.843,104666.843,29737.66698,29737.66698,
,Bradford - City Centre,daily,11/07/2019,185434.79,185434.79,144406.4195,144406.4195,41028.37049,41028.37049,
,Bradford - City Centre,daily,12/07/2019,108216.67,108216.67,84273.193,84273.193,23943.477,23943.477,
,Bradford - City Centre,daily,13/07/2019,112138.54,112138.54,87327.32973,87327.32973,24811.21027,24811.21027,
,Bradford - City Centre,daily,14/07/2019,139224.19,139224.19,110205.9896,110205.9896,29018.20035,29018.20035,
,Bradford - City Centre,daily,15/07/2019,84544.27,84544.27,66922.8885,66922.8885,17621.3815,17621.3815,
,Bradford - City Centre,daily,15/07/2019,95726.8,95726.8,74546.76892,74546.76892,21180.03108,21180.03108,
,Bradford - City Centre,daily,16/07/2019,117800.48,117800.48,91736.53732,91736.53732,26063.94268,26063.94268,
,Bradford - City Centre,daily,17/07/2019,87743.24,87743.24,68329.61131,68329.61131,19413.62869,19413.62869,
,Bradford - City Centre,daily,18/07/2019,119644.91,119644.91,93172.878,93172.878,26472.032,26472.032,
,Bradford - City Centre,daily,19/07/2019,100678.69,100678.69,78403.0286,78403.0286,22275.6614,22275.6614,
,Bradford - City Centre,daily,20/07/2019,105129.28,105129.28,83217.40887,83217.40887,21911.87113,21911.87113,
,Bradford - City Centre,daily,21/07/2019,77297.62,77297.62,61186.64228,61186.64228,16110.97772,16110.97772,
,Bradford - City Centre,daily,22/07/2019,117199.94,117199.94,91268.86979,91268.86979,25931.07021,25931.07021,
,Bradford - City Centre,daily,22/07/2019,132535.54,132535.54,103211.3919,103211.3919,29324.14806,29324.14806,
,Bradford - City Centre,daily,23/07/2019,61430.13,61430.13,47838.4079,47838.4079,13591.7221,13591.7221,
,Bradford - City Centre,daily,24/07/2019,113668.71,113668.71,88518.942,88518.942,25149.768,25149.768,
,Bradford - City Centre,daily,25/07/2019,80934.73,80934.73,63027.51805,63027.51805,17907.21195,17907.21195,
,Bradford - City Centre,daily,26/07/2019,91031.37,91031.37,72057.89612,72057.89612,18973.47388,18973.47388,
,Bradford - City Centre,daily,27/07/2019,80701.09,80701.09,63880.7343,63880.7343,16820.3557,16820.3557,
,Bradford - City Centre,daily,28/07/2019,84287.51,84287.51,65638.47878,65638.47878,18649.03122,18649.03122,
,Bradford - City Centre,daily,29/07/2019,94760.26,94760.26,73794.0807,73794.0807,20966.1793,20966.1793,
,Bradford - City Centre,daily,29/07/2019,91980.31,91980.31,71629.20848,71629.20848,20351.10152,20351.10152,
,Bradford - City Centre,daily,30/07/2019,180178.16,180178.16,140312.8451,140312.8451,39865.31493,39865.31493,
,Bradford - City Centre,daily,31/07/2019,163668.24,163668.24,127455.8271,127455.8271,36212.41293,36212.41293,
