Event name,area,Interval,Date,Total Footfall,Average Footfall,Total Visiting,Average Visiting,Total Passing through,Average Passing through,Event took place
,Draley Street Market,dayOfWeek,01/01/2019,3504306.24,9574.61,3218856.621,8794.69278,285449.6193,779.9172197,
,Draley Street Market,dayOfWeek,01/01/2019,3207466.13,8763.57,2946196.16,8049.717514,261269.9699,713.8524858,
,Draley Street Market,dayOfWeek,02/01/2019,3394947.72,9275.81,3118406.097,8520.232076,276541.6228,755.5779239,
,Draley Street Market,dayOfWeek,03/01/2019,3457564.83,9446.9,3175922.617,8677.38563,281642.213,769.5143701,
,Draley Street Market,dayOfWeek,04/01/2019,3693702.65,10092.08,3392825.403,9270.011323,300877.2473,822.0686769,
,Draley Street Market,dayOfWeek,05/01/2019,4625070.5,12636.8,4248326.996,11607.44654,376743.5045,1029.353459,
,Draley Street Market,dayOfWeek,06/01/2019,2858631.03,7810.47,2625776.056,7174.254003,232854.9743,636.215997,
,Draley Street Market,daily,07/01/2019,4844.77,4844.77,4450.477193,4450.477193,394.2928071,394.2928071,
,Draley Street Market,daily,07/01/2019,18658.05,18658.05,17139.55998,17139.55998,1518.490023,1518.490023,
,Draley Street Market,daily,08/01/2019,6771.97,6771.97,6220.831543,6220.831543,551.1384567,551.1384567,
,Draley Street Market,daily,09/01/2019,8755.85,8755.85,8043.252978,8043.252978,712.5970222,712.5970222,
,Draley Street Market,daily,10/01/2019,23433.09,23433.09,21520.9312,21520.9312,1912.158796,1912.158796,
,Draley Street Market,daily,11/01/2019,10686.73,10686.73,9814.684326,9814.684326,872.0456742,872.0456742,
,Draley Street Market,daily,12/01/2019,1569.09,1569.09,1441.389221,1441.389221,127.7007785,127.7007785,
,Draley Street Market,daily,13/01/2019,16396.46,16396.46,15062.03004,15062.03004,1334.429961,1334.429961,
,Draley Street Market,daily,14/01/2019,9941.53,9941.53,9132.436117,9132.436117,809.0938828,809.0938828,
,Draley Street Market,daily,14/01/2019,11066.28,11066.28,10165.64806,10165.64806,900.6319403,900.6319403,
,Draley Street Market,daily,15/01/2019,10618.98,10618.98,9754.751681,9754.751681,864.228319,864.228319,
,Draley Street Market,daily,16/01/2019,20758.06,20758.06,19064.18578,19064.18578,1693.874219,1693.874219,
,Draley Street Market,daily,17/01/2019,10686.73,10686.73,9814.684326,9814.684326,872.0456742,872.0456742,
,Draley Street Market,daily,18/01/2019,12552.71,12552.71,11531.10459,11531.10459,1021.605414,1021.605414,
,Draley Street Market,daily,19/01/2019,4844.77,4844.77,4450.477193,4450.477193,394.2928071,394.2928071,
,Draley Street Market,daily,20/01/2019,7456.15,7456.15,6849.329384,6849.329384,606.8206156,606.8206156,
,Draley Street Market,daily,21/01/2019,12795.01,12795.01,11753.68494,11753.68494,1041.32506,1041.32506,
,Draley Street Market,daily,21/01/2019,12621.2,12621.2,11594.02051,11594.02051,1027.17949,1027.17949,
,Draley Street Market,daily,22/01/2019,15705.49,15705.49,14423.90952,14423.90952,1281.580485,1281.580485,
,Draley Street Market,daily,23/01/2019,30060.19,30060.19,27607.25457,27607.25457,2452.935431,2452.935431,
,Draley Street Market,daily,24/01/2019,1569.09,1569.09,1441.389221,1441.389221,127.7007785,127.7007785,
,Draley Street Market,daily,25/01/2019,5270.29,5270.29,4841.366142,4841.366142,428.9238578,428.9238578,
,Draley Street Market,daily,26/01/2019,5406.59,5406.59,4966.573333,4966.573333,440.016667,440.016667,
,Draley Street Market,daily,27/01/2019,9204.04,9204.04,8454.966924,8454.966924,749.0730764,749.0730764,
,Draley Street Market,daily,28/01/2019,18631.3,18631.3,17114.98703,17114.98703,1516.312968,1516.312968,
,Draley Street Market,daily,28/01/2019,14733.7,14733.7,13531.41835,13531.41835,1202.281647,1202.281647,
,Draley Street Market,daily,29/01/2019,11340.89,11340.89,10415.46435,10415.46435,925.4256509,925.4256509,
,Draley Street Market,daily,30/01/2019,1569.09,1569.09,1441.389221,1441.389221,127.7007785,127.7007785,
,Draley Street Market,daily,31/01/2019,10160.15,10160.15,9333.263674,9333.263674,826.8863257,826.8863257,
,Draley Street Market,daily,01/02/2019,24594.7,24594.7,22593.05425,22593.05425,2001.645755,2001.645755,
,Draley Street Market,daily,01/02/2019,25765.87,25765.87,23668.90828,23668.90828,2096.961715,2096.961715,
,Draley Street Market,daily,02/02/2019,13449.41,13449.41,12354.82643,12354.82643,1094.583566,1094.583566,
,Draley Street Market,daily,03/02/2019,15489.11,15489.11,14225.1863,14225.1863,1263.923705,1263.923705,
,Draley Street Market,daily,04/02/2019,15121.18,15121.18,13887.27968,13887.27968,1233.900324,1233.900324,
,Draley Street Market,daily,04/02/2019,1569.09,1569.09,1441.389221,1441.389221,127.7007785,127.7007785,
,Draley Street Market,daily,05/02/2019,10160.15,10160.15,9333.263674,9333.263674,826.8863257,826.8863257,
,Draley Street Market,daily,06/02/2019,5328.85,5328.85,4895.160222,4895.160222,433.6897779,433.6897779,
,Draley Street Market,daily,07/02/2019,24945.33,24945.33,22915.14814,22915.14814,2030.181864,2030.181864,
,Draley Street Market,daily,08/02/2019,22545.14,22545.14,20710.29819,20710.29819,1834.841806,1834.841806,
,Draley Street Market,daily,09/02/2019,24594.7,24594.7,22587.7529,22587.7529,2006.947096,2006.947096,
,Draley Street Market,daily,10/02/2019,15121.18,15121.18,13887.27968,13887.27968,1233.900324,1233.900324,
,Draley Street Market,daily,11/02/2019,1569.09,1569.09,1441.389221,1441.389221,127.7007785,127.7007785,
,Draley Street Market,daily,11/02/2019,8355.83,8355.83,7675.788705,7675.788705,680.0412953,680.0412953,
,Draley Street Market,daily,12/02/2019,5328.85,5328.85,4895.160222,4895.160222,433.6897779,433.6897779,
,Draley Street Market,daily,13/02/2019,31763.24,31763.24,29178.18084,29178.18084,2585.059159,2585.059159,
,Draley Street Market,daily,14/02/2019,13728.38,13728.38,12611.09239,12611.09239,1117.287609,1117.287609,
,Draley Street Market,daily,15/02/2019,25066.17,25066.17,23020.75058,23020.75058,2045.419424,2045.419424,
,Draley Street Market,daily,16/02/2019,36072.22,36072.22,33128.69814,33128.69814,2943.521864,2943.521864,
,Draley Street Market,daily,17/02/2019,4699.19,4699.19,4316.745257,4316.745257,382.4447427,382.4447427,
,Draley Street Market,daily,18/02/2019,25765.87,25765.87,23668.90828,23668.90828,2096.961715,2096.961715,
,Draley Street Market,daily,18/02/2019,5328.85,5328.85,4895.160222,4895.160222,433.6897779,433.6897779,
,Draley Street Market,daily,19/02/2019,33817.71,33817.71,31065.44729,31065.44729,2752.262709,2752.262709,
,Draley Street Market,daily,20/02/2019,15459.52,15459.52,14201.34313,14201.34313,1258.176866,1258.176866,
,Draley Street Market,daily,21/02/2019,40080.25,40080.25,36809.6697,36809.6697,3270.580302,3270.580302,
,Draley Street Market,daily,22/02/2019,24594.7,24594.7,22587.7529,22587.7529,2006.947096,2006.947096,
,Draley Street Market,daily,23/02/2019,4699.19,4699.19,4316.745257,4316.745257,382.4447427,382.4447427,
,Draley Street Market,daily,24/02/2019,37597.14,37597.14,34537.28744,34537.28744,3059.852556,3059.852556,
,Draley Street Market,daily,25/02/2019,18036.11,18036.11,16568.23672,16568.23672,1467.873282,1467.873282,
,Draley Street Market,daily,25/02/2019,34908.6,34908.6,32067.55494,32067.55494,2841.045062,2841.045062,
,Draley Street Market,daily,26/02/2019,16908.85,16908.85,15532.71905,15532.71905,1376.130948,1376.130948,
,Draley Street Market,daily,27/02/2019,22550.48,22550.48,20710.34288,20710.34288,1840.137117,1840.137117,
,Draley Street Market,daily,28/02/2019,7583.36,7583.36,6964.551788,6964.551788,618.808212,618.808212,
,Draley Street Market,daily,01/03/2019,4699.19,4699.19,4316.745257,4316.745257,382.4447427,382.4447427,
,Draley Street Market,daily,01/03/2019,10537.08,10537.08,9679.517133,9679.517133,857.5628672,857.5628672,
,Draley Street Market,daily,02/03/2019,5072.66,5072.66,4659.820309,4659.820309,412.8396912,412.8396912,
,Draley Street Market,daily,03/03/2019,16396.46,16396.46,15062.03004,15062.03004,1334.429961,1334.429961,
,Draley Street Market,daily,04/03/2019,21643.33,21643.33,19881.88222,19881.88222,1761.447776,1761.447776,
,Draley Street Market,daily,04/03/2019,22545.14,22545.14,20705.43863,20705.43863,1839.701369,1839.701369,
,Draley Street Market,daily,05/03/2019,7583.36,7583.36,6964.551788,6964.551788,618.808212,618.808212,
,Draley Street Market,daily,06/03/2019,4699.19,4699.19,4316.745257,4316.745257,382.4447427,382.4447427,
,Draley Street Market,daily,07/03/2019,14049.44,14049.44,12906.02284,12906.02284,1143.417156,1143.417156,
,Draley Street Market,daily,08/03/2019,5072.66,5072.66,4659.820309,4659.820309,412.8396912,412.8396912,
,Draley Street Market,daily,09/03/2019,19481.82,19481.82,17896.28725,17896.28725,1585.532749,1585.532749,
,Draley Street Market,daily,10/03/2019,19324.4,19324.4,17751.67892,17751.67892,1572.721083,1572.721083,
,Draley Street Market,daily,11/03/2019,13757.7,13757.7,12635.06073,12635.06073,1122.639271,1122.639271,
,Draley Street Market,daily,11/03/2019,7583.36,7583.36,6964.551788,6964.551788,618.808212,618.808212,
,Draley Street Market,daily,12/03/2019,37593.49,37593.49,34533.9345,34533.9345,3059.5555,3059.5555,
,Draley Street Market,daily,13/03/2019,13009.78,13009.78,11950.97583,11950.97583,1058.804169,1058.804169,
,Draley Street Market,daily,14/03/2019,5072.66,5072.66,4659.820309,4659.820309,412.8396912,412.8396912,
,Draley Street Market,daily,15/03/2019,12987.88,12987.88,11930.85817,11930.85817,1057.021833,1057.021833,
,Draley Street Market,daily,16/03/2019,17011.18,17011.18,15626.7209,15626.7209,1384.4591,1384.4591,
,Draley Street Market,daily,17/03/2019,17926.52,17926.52,16463.7017,16463.7017,1462.818301,1462.818301,
,Draley Street Market,daily,18/03/2019,6015.01,6015.01,5524.180396,5524.180396,490.8296037,490.8296037,
,Draley Street Market,daily,18/03/2019,10536.38,10536.38,9678.874103,9678.874103,857.5058975,857.5058975,
,Draley Street Market,daily,19/03/2019,9582.79,9582.79,8802.892261,8802.892261,779.897739,779.897739,
,Draley Street Market,daily,20/03/2019,5072.66,5072.66,4659.820309,4659.820309,412.8396912,412.8396912,
,Draley Street Market,daily,21/03/2019,24594.7,24594.7,22593.05425,22593.05425,2001.645755,2001.645755,
,Draley Street Market,daily,22/03/2019,22688.37,22688.37,20841.87138,20841.87138,1846.498615,1846.498615,
,Draley Street Market,daily,23/03/2019,17197.13,17197.13,15793.8305,15793.8305,1403.299496,1403.299496,
,Draley Street Market,daily,24/03/2019,6322.44,6322.44,5806.523864,5806.523864,515.9161364,515.9161364,
,Draley Street Market,daily,25/03/2019,18646.41,18646.41,17128.8673,17128.8673,1517.542699,1517.542699,
,Draley Street Market,daily,25/03/2019,18658.05,18658.05,17139.55998,17139.55998,1518.490023,1518.490023,
,Draley Street Market,daily,26/03/2019,22545.14,22545.14,20710.29819,20710.29819,1834.841806,1834.841806,
,Draley Street Market,daily,27/03/2019,7173.45,7173.45,6589.636994,6589.636994,583.813006,583.813006,
,Draley Street Market,daily,28/03/2019,43286.67,43286.67,39763.77363,39763.77363,3522.896365,3522.896365,
,Draley Street Market,daily,29/03/2019,19324.4,19324.4,17747.51358,17747.51358,1576.886421,1576.886421,
,Draley Street Market,daily,30/03/2019,8526.79,8526.79,7830.997149,7830.997149,695.792851,695.792851,
,Draley Street Market,daily,31/03/2019,24861.87,24861.87,22838.48055,22838.48055,2023.389451,2023.389451,
,Draley Street Market,daily,01/04/2019,4837.27,4837.27,4443.587582,4443.587582,393.6824177,393.6824177,
,Draley Street Market,daily,01/04/2019,2818.14,2818.14,2588.784978,2588.784978,229.3550223,229.3550223,
,Draley Street Market,daily,01/04/2019,5123.9,5123.9,4706.890129,4706.890129,417.0098713,417.0098713,
,Draley Street Market,daily,02/04/2019,14623.87,14623.87,13433.70272,13433.70272,1190.167284,1190.167284,
,Draley Street Market,daily,03/04/2019,24164.93,24164.93,22193.05248,22193.05248,1971.877522,1971.877522,
,Draley Street Market,daily,04/04/2019,11369.05,11369.05,10441.32647,10441.32647,927.7235293,927.7235293,
,Draley Street Market,daily,05/04/2019,44759.05,44759.05,41116.32362,41116.32362,3642.726377,3642.726377,
,Draley Street Market,daily,06/04/2019,20040.12,20040.12,18409.14987,18409.14987,1630.970133,1630.970133,
,Draley Street Market,daily,07/04/2019,4552.38,4552.38,4181.883426,4181.883426,370.4965745,370.4965745,
,Draley Street Market,daily,08/04/2019,16396.46,16396.46,15062.03004,15062.03004,1334.429961,1334.429961,
,Draley Street Market,daily,08/04/2019,19303.51,19303.51,17732.48905,17732.48905,1571.020945,1571.020945,
,Draley Street Market,daily,09/04/2019,60120.37,60120.37,55214.49995,55214.49995,4905.870045,4905.870045,
,Draley Street Market,daily,10/04/2019,23525.36,23525.36,21605.6719,21605.6719,1919.688101,1919.688101,
,Draley Street Market,daily,11/04/2019,37448.04,37448.04,34400.32198,34400.32198,3047.718016,3047.718016,
,Draley Street Market,daily,12/04/2019,9267.84,9267.84,8513.574545,8513.574545,754.2654552,754.2654552,
,Draley Street Market,daily,13/04/2019,6022.72,6022.72,5532.55944,5532.55944,490.1605598,490.1605598,
,Draley Street Market,daily,14/04/2019,8710.62,8710.62,8001.704033,8001.704033,708.9159674,708.9159674,
,Draley Street Market,daily,15/04/2019,14626.64,14626.64,13436.24728,13436.24728,1190.392721,1190.392721,
,Draley Street Market,daily,15/04/2019,18631.3,18631.3,17110.97109,17110.97109,1520.32891,1520.32891,
,Draley Street Market,daily,16/04/2019,27054.17,27054.17,24846.52819,24846.52819,2207.641806,2207.641806,
,Draley Street Market,daily,17/04/2019,66668.36,66668.36,61242.539,61242.539,5425.821001,5425.821001,
,Draley Street Market,daily,18/04/2019,8666.22,8666.22,7960.917538,7960.917538,705.3024624,705.3024624,
,Draley Street Market,daily,19/04/2019,7850.7,7850.7,7211.768835,7211.768835,638.9311651,638.9311651,
,Draley Street Market,daily,20/04/2019,8686.91,8686.91,7979.923677,7979.923677,706.9863232,706.9863232,
,Draley Street Market,daily,21/04/2019,21643.33,21643.33,19881.88222,19881.88222,1761.447776,1761.447776,
,Draley Street Market,daily,22/04/2019,18631.3,18631.3,17110.97109,17110.97109,1520.32891,1520.32891,
,Draley Street Market,daily,22/04/2019,17634.79,17634.79,16195.7771,16195.7771,1439.012901,1439.012901,
,Draley Street Market,daily,23/04/2019,27054.17,27054.17,24852.35967,24852.35967,2201.81033,2201.81033,
,Draley Street Market,daily,24/04/2019,11103.53,11103.53,10199.86646,10199.86646,903.6635408,903.6635408,
,Draley Street Market,daily,25/04/2019,6710.08,6710.08,6163.978476,6163.978476,546.1015237,546.1015237,
,Draley Street Market,daily,26/04/2019,11582.55,11582.55,10639.9013,10639.9013,942.6487022,942.6487022,
,Draley Street Market,daily,27/04/2019,15071.08,15071.08,13844.51642,13844.51642,1226.563581,1226.563581,
,Draley Street Market,daily,28/04/2019,12697.42,12697.42,11661.30042,11661.30042,1036.119579,1036.119579,
,Draley Street Market,daily,29/04/2019,24236.62,24236.62,22258.89252,22258.89252,1977.727483,1977.727483,
,Draley Street Market,daily,29/04/2019,18036.11,18036.11,16568.23672,16568.23672,1467.873282,1467.873282,
,Draley Street Market,daily,30/04/2019,16908.85,16908.85,15532.71905,15532.71905,1376.130948,1376.130948,
,Draley Street Market,daily,01/05/2019,13873.93,13873.93,12744.79677,12744.79677,1129.133231,1129.133231,
,Draley Street Market,daily,01/05/2019,12942.6,12942.6,11889.26329,11889.26329,1053.336709,1053.336709,
,Draley Street Market,daily,02/05/2019,12297.35,12297.35,11296.52712,11296.52712,1000.822877,1000.822877,
,Draley Street Market,daily,03/05/2019,11904.48,11904.48,10933.06496,10933.06496,971.4150435,971.4150435,
,Draley Street Market,daily,04/05/2019,40436.79,40436.79,37137.11575,37137.11575,3299.67425,3299.67425,
,Draley Street Market,daily,05/05/2019,11512.41,11512.41,10575.46966,10575.46966,936.9403409,936.9403409,
,Draley Street Market,daily,06/05/2019,15048.35,15048.35,13823.63631,13823.63631,1224.713694,1224.713694,
,Draley Street Market,daily,06/05/2019,11762.68,11762.68,10805.37137,10805.37137,957.3086269,957.3086269,
,Draley Street Market,daily,07/05/2019,22545.14,22545.14,20710.29819,20710.29819,1834.841806,1834.841806,
,Draley Street Market,daily,08/05/2019,22545.14,22545.14,20710.29819,20710.29819,1834.841806,1834.841806,
,Draley Street Market,daily,09/05/2019,13527.08,13527.08,12423.25951,12423.25951,1103.820495,1103.820495,
,Draley Street Market,daily,10/05/2019,13980.82,13980.82,12839.97396,12839.97396,1140.84604,1140.84604,
,Draley Street Market,daily,11/05/2019,8768.14,8768.14,8054.542753,8054.542753,713.5972469,713.5972469,
,Draley Street Market,daily,12/05/2019,14623.87,14623.87,13433.70272,13433.70272,1190.167284,1190.167284,
,Draley Street Market,daily,13/05/2019,14623.87,14623.87,13433.70272,13433.70272,1190.167284,1190.167284,
,Draley Street Market,daily,13/05/2019,28056.31,28056.31,25772.94026,25772.94026,2283.369742,2283.369742,
,Draley Street Market,daily,14/05/2019,10751,10751,9876.027201,9876.027201,874.9727994,874.9727994,
,Draley Street Market,daily,15/05/2019,15459.52,15459.52,14198.01086,14198.01086,1261.509137,1261.509137,
,Draley Street Market,daily,16/05/2019,11441.9,11441.9,10508.23185,10508.23185,933.6681473,933.6681473,
,Draley Street Market,daily,17/05/2019,12882.94,12882.94,11834.45874,11834.45874,1048.481265,1048.481265,
,Draley Street Market,daily,18/05/2019,12621.2,12621.2,11594.02051,11594.02051,1027.17949,1027.17949,
,Draley Street Market,daily,19/05/2019,13073.22,13073.22,12009.25275,12009.25275,1063.96725,1063.96725,
,Draley Street Market,daily,20/05/2019,27054.17,27054.17,24852.35967,24852.35967,2201.81033,2201.81033,
,Draley Street Market,daily,20/05/2019,9915.37,9915.37,9108.405155,9108.405155,806.9648447,806.9648447,
,Draley Street Market,daily,21/05/2019,10872.9,10872.9,9985.662706,9985.662706,887.2372944,887.2372944,
,Draley Street Market,daily,22/05/2019,12052.41,12052.41,11068.92375,11068.92375,983.4862492,983.4862492,
,Draley Street Market,daily,23/05/2019,8376.84,8376.84,7695.088801,7695.088801,681.7511994,681.7511994,
,Draley Street Market,daily,24/05/2019,15904.25,15904.25,14609.87867,14609.87867,1294.371328,1294.371328,
,Draley Street Market,daily,25/05/2019,16908.85,16908.85,15532.71905,15532.71905,1376.130948,1376.130948,
,Draley Street Market,daily,26/05/2019,13873.93,13873.93,12744.79677,12744.79677,1129.133231,1129.133231,
,Draley Street Market,daily,27/05/2019,9511.02,9511.02,8736.96328,8736.96328,774.0567198,774.0567198,
,Draley Street Market,daily,27/05/2019,12931.45,12931.45,11876.23339,11876.23339,1055.216613,1055.216613,
,Draley Street Market,daily,28/05/2019,12378.15,12378.15,11368.08311,11368.08311,1010.066892,1010.066892,
,Draley Street Market,daily,29/05/2019,8089.57,8089.57,7431.198341,7431.198341,658.3716593,658.3716593,
,Draley Street Market,daily,30/05/2019,23771.67,23771.67,21837.00675,21837.00675,1934.663254,1934.663254,
,Draley Street Market,daily,31/05/2019,8997.46,8997.46,8265.199488,8265.199488,732.2605119,732.2605119,
,Draley Street Market,daily,01/06/2019,11508.1,11508.1,10571.51043,10571.51043,936.5895705,936.5895705,
,Draley Street Market,daily,01/06/2019,8005.85,8005.85,7354.291914,7354.291914,651.5580863,651.5580863,
,Draley Street Market,daily,02/06/2019,10610.75,10610.75,9744.904354,9744.904354,865.8456457,865.8456457,
,Draley Street Market,daily,03/06/2019,16396.46,16396.46,15058.49581,15058.49581,1337.964187,1337.964187,
,Draley Street Market,daily,03/06/2019,11856.28,11856.28,10891.35371,10891.35371,964.9262861,964.9262861,
,Draley Street Market,daily,04/06/2019,11762.68,11762.68,10805.37137,10805.37137,957.3086269,957.3086269,
,Draley Street Market,daily,05/06/2019,11512.41,11512.41,10575.46966,10575.46966,936.9403409,936.9403409,
,Draley Street Market,daily,06/06/2019,12350.46,12350.46,11345.31475,11345.31475,1005.145248,1005.145248,
,Draley Street Market,daily,07/06/2019,24250.86,24250.86,22277.19775,22277.19775,1973.662251,1973.662251,
,Draley Street Market,daily,08/06/2019,30467.55,30467.55,27981.37367,27981.37367,2486.176331,2486.176331,
,Draley Street Market,daily,09/06/2019,13513.28,13513.28,12410.5856,12410.5856,1102.694404,1102.694404,
,Draley Street Market,daily,10/06/2019,19866.07,19866.07,18249.26497,18249.26497,1616.80503,1616.80503,
,Draley Street Market,daily,10/06/2019,6044.95,6044.95,5552.980246,5552.980246,491.9697538,491.9697538,
,Draley Street Market,daily,11/06/2019,14239.04,14239.04,13080.1922,13080.1922,1158.847799,1158.847799,
,Draley Street Market,daily,12/06/2019,14183.66,14183.66,13029.31932,13029.31932,1154.340684,1154.340684,
,Draley Street Market,daily,13/06/2019,9931.04,9931.04,9122.799848,9122.799848,808.2401516,808.2401516,
,Draley Street Market,daily,14/06/2019,12583.33,12583.33,11556.52026,11556.52026,1026.809744,1026.809744,
,Draley Street Market,daily,15/06/2019,14368.96,14368.96,13196.44143,13196.44143,1172.518573,1172.518573,
,Draley Street Market,daily,16/06/2019,15030.09,15030.09,13806.8624,13806.8624,1223.227599,1223.227599,
,Draley Street Market,daily,17/06/2019,4406.36,4406.36,4047.747299,4047.747299,358.6127006,358.6127006,
,Draley Street Market,daily,17/06/2019,12882.94,12882.94,11834.45874,11834.45874,1048.481265,1048.481265,
,Draley Street Market,daily,18/06/2019,12081.92,12081.92,11098.62995,11098.62995,983.2900534,983.2900534,
,Draley Street Market,daily,19/06/2019,15030.09,15030.09,13806.8624,13806.8624,1223.227599,1223.227599,
,Draley Street Market,daily,20/06/2019,25479.49,25479.49,23400.34334,23400.34334,2079.146665,2079.146665,
,Draley Street Market,daily,21/06/2019,26394.31,26394.31,24240.5133,24240.5133,2153.796705,2153.796705,
,Draley Street Market,daily,22/06/2019,51383.05,51383.05,47201.22774,47201.22774,4181.822258,4181.822258,
,Draley Street Market,daily,23/06/2019,7316.53,7316.53,6721.072393,6721.072393,595.4576073,595.4576073,
,Draley Street Market,daily,24/06/2019,10609.48,10609.48,9746.024841,9746.024841,863.4551591,863.4551591,
,Draley Street Market,daily,24/06/2019,13785.89,13785.89,12663.92193,12663.92193,1121.968074,1121.968074,
,Draley Street Market,daily,25/06/2019,11943.95,11943.95,10971.88867,10971.88867,972.0613308,972.0613308,
,Draley Street Market,daily,26/06/2019,15459.52,15459.52,14198.01086,14198.01086,1261.509137,1261.509137,
,Draley Street Market,daily,27/06/2019,9167.41,9167.41,8419.342047,8419.342047,748.0679529,748.0679529,
,Draley Street Market,daily,28/06/2019,25765.87,25765.87,23668.90828,23668.90828,2096.961715,2096.961715,
,Draley Street Market,daily,29/06/2019,7356.97,7356.97,6758.221173,6758.221173,598.7488267,598.7488267,
,Draley Street Market,daily,30/06/2019,31828.43,31828.43,29238.06534,29238.06534,2590.364663,2590.364663,
,Draley Street Market,daily,01/07/2019,30060.19,30060.19,27613.73399,27613.73399,2446.456013,2446.456013,
,Draley Street Market,daily,01/07/2019,17192.41,17192.41,15793.20145,15793.20145,1399.208549,1399.208549,
,Draley Street Market,daily,01/07/2019,40080.25,40080.25,36809.6697,36809.6697,3270.580302,3270.580302,
,Draley Street Market,daily,02/07/2019,9599.91,9599.91,8816.549703,8816.549703,783.3602971,783.3602971,
,Draley Street Market,daily,03/07/2019,14623.87,14623.87,13433.70272,13433.70272,1190.167284,1190.167284,
,Draley Street Market,daily,04/07/2019,7849.32,7849.32,7210.501147,7210.501147,638.8188535,638.8188535,
,Draley Street Market,daily,05/07/2019,27510.75,27510.75,25271.78079,25271.78079,2238.969207,2238.969207,
,Draley Street Market,daily,06/07/2019,42910.54,42910.54,39418.25507,39418.25507,3492.284932,3492.284932,
,Draley Street Market,daily,07/07/2019,11067.87,11067.87,10167.10866,10167.10866,900.7613429,900.7613429,
,Draley Street Market,daily,08/07/2019,25929.88,25929.88,23813.98115,23813.98115,2115.898847,2115.898847,
,Draley Street Market,daily,08/07/2019,14542.93,14542.93,13356.21534,13356.21534,1186.714664,1186.714664,
,Draley Street Market,daily,09/07/2019,20466.71,20466.71,18801.02173,18801.02173,1665.688266,1665.688266,
,Draley Street Market,daily,10/07/2019,2789.64,2789.64,2562.604457,2562.604457,227.0355427,227.0355427,
,Draley Street Market,daily,11/07/2019,55495.73,55495.73,50979.19626,50979.19626,4516.533739,4516.533739,
,Draley Street Market,daily,12/07/2019,12024.07,12024.07,11045.48808,11045.48808,978.5819168,978.5819168,
,Draley Street Market,daily,13/07/2019,12024.07,12024.07,11045.48808,11045.48808,978.5819168,978.5819168,
,Draley Street Market,daily,14/07/2019,24048.15,24048.15,22085.80182,22085.80182,1962.348181,1962.348181,
,Draley Street Market,daily,15/07/2019,14195.26,14195.26,13036.91549,13036.91549,1158.344515,1158.344515,
,Draley Street Market,daily,15/07/2019,13197.15,13197.15,12123.09668,12123.09668,1074.053323,1074.053323,
,Draley Street Market,daily,16/07/2019,25166.67,25166.67,23118.47433,23118.47433,2048.195675,2048.195675,
,Draley Street Market,daily,17/07/2019,14623.87,14623.87,13433.70272,13433.70272,1190.167284,1190.167284,
,Draley Street Market,daily,18/07/2019,18465.21,18465.21,16962.41431,16962.41431,1502.795692,1502.795692,
,Draley Street Market,daily,19/07/2019,12583.33,12583.33,11559.23257,11559.23257,1024.097431,1024.097431,
,Draley Street Market,daily,20/07/2019,47228.64,47228.64,43374.74538,43374.74538,3853.894616,3853.894616,
,Draley Street Market,daily,21/07/2019,15459.52,15459.52,14198.01086,14198.01086,1261.509137,1261.509137,
,Draley Street Market,daily,22/07/2019,27747.86,27747.86,25489.59354,25489.59354,2258.266463,2258.266463,
,Draley Street Market,daily,22/07/2019,19948.97,19948.97,18325.41813,18325.41813,1623.551867,1623.551867,
,Draley Street Market,daily,23/07/2019,13299.31,13299.31,12216.94236,12216.94236,1082.36764,1082.36764,
,Draley Street Market,daily,24/07/2019,17798.23,17798.23,16349.71664,16349.71664,1448.513359,1448.513359,
,Draley Street Market,daily,25/07/2019,27054.17,27054.17,24852.35967,24852.35967,2201.81033,2201.81033,
,Draley Street Market,daily,26/07/2019,12583.33,12583.33,11556.52026,11556.52026,1026.809744,1026.809744,
,Draley Street Market,daily,27/07/2019,25166.67,25166.67,23113.0497,23113.0497,2053.620304,2053.620304,
,Draley Street Market,daily,28/07/2019,25593.56,25593.56,23510.62178,23510.62178,2082.938223,2082.938223,
,Draley Street Market,daily,29/07/2019,14807.44,14807.44,13602.33283,13602.33283,1205.107174,1205.107174,
,Draley Street Market,daily,29/07/2019,12583.33,12583.33,11559.23257,11559.23257,1024.097431,1024.097431,
,Draley Street Market,daily,30/07/2019,10209.12,10209.12,9378.248239,9378.248239,830.8717613,830.8717613,
,Draley Street Market,daily,31/07/2019,23525.36,23525.36,21610.74275,21610.74275,1914.617254,1914.617254,
,Draley Street Market,daily,01/08/2019,38648.81,38648.81,35495.03634,35495.03634,3153.773659,3153.773659,
,Draley Street Market,daily,01/08/2019,12122.41,12122.41,11133.2117,11133.2117,989.1983049,989.1983049,
,Draley Street Market,daily,02/08/2019,19880.05,19880.05,18262.1072,18262.1072,1617.942796,1617.942796,
,Draley Street Market,daily,03/08/2019,11507.57,11507.57,10571.02356,10571.02356,936.5464363,936.5464363,
,Draley Street Market,daily,04/08/2019,22317.37,22317.37,20501.06531,20501.06531,1816.304688,1816.304688,
,Draley Street Market,daily,05/08/2019,20290.62,20290.62,18639.26286,18639.26286,1651.357137,1651.357137,
,Draley Street Market,daily,05/08/2019,20447.14,20447.14,18783.04444,18783.04444,1664.095556,1664.095556,
,Draley Street Market,daily,06/08/2019,6598.58,6598.58,6060.13062,6060.13062,538.4493802,538.4493802,
